user_id,uuid,age,gender,city,university,major,study_year,living_status,scholarship,part_time_income,other_income,total_income,monthly_budget,financial_goal,goal_amount,target_months,financial_personality
2298,9a7c6f49-281a-45c8-952a-6a5bc7f2c45d,18,Male,Dammam,Qassim University,Finance,5,Alone,990,1800,0,2790,2126.2,Investment,10000,12,Social Spender
2299,bfd42db9-4441-47aa-bf42-987ee9267c2c,21,Male,Abha,Taibah University,Software Engineering,4,With Family,990,0,0,990,892.58,Travel,4000,6,Improving
2300,d6ada317-9467-41ea-a8e3-6612c11c684c,25,Male,Riyadh,Taibah University,Computer Science,2,With Family,1000,0,0,1000,905.34,Gaming PC,8000,12,Impulsive
2301,f7b1a366-03aa-4b87-9c01-348d1a515c55,21,Male,Riyadh,Taibah University,Electrical Engineering,1,Dorm,1000,0,200,1200,1113.43,Car,25000,6,Balanced
2302,917bba44-55ca-4e9a-8581-1017c7569a9c,25,Female,Qassim,Qassim University,Law,2,Dorm,990,0,0,990,811.33,Emergency Fund,6000,12,Budget Student
2303,382a4855-d7f4-497a-b127-750e49a88fc2,25,Male,Tabuk,Taibah University,Accounting,3,Dorm,1000,0,0,1000,767.96,Travel,4000,6,Shopaholic
2304,f8a7961e-4e82-4a82-b33d-230ca6de6808,23,Male,Riyadh,Imam Mohammad Ibn Saud Islamic University,Artificial Intelligence,3,Shared Apartment,990,500,0,1490,1342.43,Car,25000,3,Balanced
2305,561c0269-b51b-4305-86a9-ed06963a170a,18,Male,Dammam,Qassim University,Law,3,With Family,1500,0,700,2200,2069.33,Phone,4500,9,Improving
2306,fe04ca4c-1056-448e-a665-4d59d8a808a1,18,Female,Madinah,King Saud University,Mechanical Engineering,4,With Family,990,0,400,1390,1066.56,Investment,10000,9,Disciplined
2307,1c50ee62-92a7-4d93-bbdd-2a1905d333a9,19,Male,Abha,Umm Al-Qura University,Cybersecurity,4,Shared Apartment,990,500,200,1690,1461.77,Travel,4000,3,Disciplined
2308,04dfcf3e-57ab-4069-998d-ae3c05ec41ad,24,Male,Makkah,King Abdulaziz University,Finance,4,With Family,1000,1200,400,2600,2466.31,Emergency Fund,6000,6,Disciplined
2309,44f60cc8-8739-4b1e-a428-91693020cf3c,21,Female,Dammam,Imam Mohammad Ibn Saud Islamic University,Finance,2,With Family,1500,800,0,2300,2070.42,Investment,10000,6,Disciplined
2310,ac9658cb-cb8d-4b3c-9a8e-84f4e3b6c926,18,Male,Madinah,King Abdulaziz University,Law,2,With Family,990,0,0,990,919.93,Investment,10000,6,Social Spender
2311,8b3044c5-18ae-4c25-a0f0-25075e2c87c4,21,Male,Makkah,Umm Al-Qura University,Artificial Intelligence,3,With Family,0,0,0,0,0.0,Investment,10000,3,Disciplined
2312,ac0bbfc9-ef50-4899-85e2-4b73d2dbd47e,22,Female,Makkah,Taibah University,Software Engineering,5,With Family,1000,1200,0,2200,1962.78,Laptop,5000,9,Social Spender
2313,5323cb77-adde-44a2-8639-004b366313b9,24,Male,Tabuk,Prince Sattam bin Abdulaziz University,Business Administration,3,With Family,1000,0,400,1400,1253.81,Car,25000,6,Disciplined
2314,af95a517-b413-40b4-ab06-d344d96b7cf7,20,Female,Madinah,King Saud University,Business Administration,2,Dorm,990,800,200,1990,1742.94,Emergency Fund,6000,12,Balanced
2315,c4a53762-385b-41f4-88d1-19d62dbad98b,23,Male,Madinah,King Abdulaziz University,Medicine,5,With Family,1500,1800,0,3300,3004.84,Car,25000,3,Balanced
2316,54b7b43a-83a4-47f9-9528-f39f3e1267fd,21,Male,Jeddah,King Fahd University of Petroleum and Minerals,Computer Science,2,With Family,990,1800,0,2790,2423.88,Gaming PC,8000,9,Social Spender
2317,71e53f5a-490d-4539-a682-02cc400de736,19,Male,Dammam,King Fahd University of Petroleum and Minerals,Computer Science,4,With Family,1000,0,0,1000,925.39,Travel,4000,12,Tech Enthusiast
2318,eeef6ea1-c691-4124-8c46-25d4bba57add,25,Female,Qassim,Princess Nourah University,Artificial Intelligence,5,Dorm,1000,0,0,1000,856.38,Travel,4000,6,Disciplined
2319,b46a919f-d413-4e63-88f5-468cb5d2be35,18,Male,Abha,King Abdulaziz University,Artificial Intelligence,2,Shared Apartment,1000,800,0,1800,1487.21,Gaming PC,8000,6,Disciplined
2320,22e0af16-fba3-4dfc-988a-48d5700bfa20,25,Female,Makkah,King Khalid University,Law,4,With Family,990,1200,0,2190,1906.93,Gaming PC,8000,9,Impulsive
2321,d724d648-0adf-450d-806f-e862e1f89184,22,Female,Abha,Qassim University,Electrical Engineering,3,With Family,990,0,0,990,835.55,Travel,4000,12,Balanced
2322,66221a14-5b16-463d-89ea-458afc24aa3a,20,Female,Makkah,Qassim University,Law,4,With Family,0,800,0,800,718.86,Gaming PC,8000,6,Balanced
2323,0fefc32b-14d6-44d7-b73a-7e3de3574f6a,20,Male,Makkah,Prince Sattam bin Abdulaziz University,Medicine,4,With Family,990,1200,0,2190,1736.16,Gaming PC,8000,3,Coffee Lover
2324,ed27e344-2470-4c9d-a8d9-65c67b4a6944,18,Female,Tabuk,Qassim University,Mechanical Engineering,1,Dorm,990,1200,0,2190,1733.55,Laptop,5000,6,Coffee Lover
2325,51ce195e-621e-4cf3-ac27-aba7a1f3b1cf,21,Female,Abha,King Khalid University,Business Administration,3,With Family,990,1200,200,2390,2266.54,Car,25000,3,Budget Student
2326,0878e5cd-55af-46bc-9fe1-3218ebeb14ae,24,Female,Abha,Umm Al-Qura University,Software Engineering,1,With Family,1000,0,0,1000,900.25,Laptop,5000,6,Social Spender
2327,58630f05-6565-457a-986d-1f96198189ff,25,Male,Makkah,Umm Al-Qura University,Finance,5,Shared Apartment,990,1800,200,2990,2687.53,Travel,4000,9,Disciplined
2328,37c57946-d51c-4df0-9a42-267d3ca8bcd7,23,Male,Makkah,Taibah University,Medicine,3,Dorm,1500,0,0,1500,1257.76,Emergency Fund,6000,6,Improving
2329,a31fb916-9bad-4b39-87ca-e4ee022bc36a,24,Female,Makkah,Umm Al-Qura University,Computer Science,4,With Family,990,1200,0,2190,1784.14,Car,25000,6,Balanced
2330,3c7efe89-9c79-4527-8e30-613645c1a9ca,24,Female,Tabuk,King Khalid University,Law,2,With Family,1000,500,0,1500,1191.69,Gaming PC,8000,6,Balanced
2331,04b757bb-1cb4-474f-9d76-54d7d6b35ba5,20,Male,Abha,Qassim University,Computer Science,2,With Family,1000,500,0,1500,1144.05,Laptop,5000,3,Balanced
2332,8bd8f272-d6f1-4776-942c-d1c4690dbc25,18,Female,Riyadh,Imam Mohammad Ibn Saud Islamic University,Finance,4,With Family,1500,0,0,1500,1207.86,Emergency Fund,6000,12,Social Spender
2333,ca1f0361-0e02-4eec-93dd-d63a08b8cf14,19,Male,Dammam,Princess Nourah University,Electrical Engineering,3,With Family,1000,800,400,2200,1982.01,Emergency Fund,6000,12,Social Spender
2334,d5a9c15c-10da-4f7a-a780-f6325f41594f,19,Male,Riyadh,Prince Sattam bin Abdulaziz University,Software Engineering,3,With Family,1500,500,0,2000,1588.64,Car,25000,6,Balanced
2335,b31d4eb0-3020-4154-b41d-3a59e5bc8c84,18,Male,Makkah,Umm Al-Qura University,Business Administration,3,Dorm,1000,0,200,1200,1083.94,Emergency Fund,6000,3,Balanced
2336,ae509505-d8ae-4a85-8194-650bf0e8e935,18,Male,Riyadh,Princess Nourah University,Information Systems,3,Shared Apartment,990,1200,0,2190,2017.49,Car,25000,3,Improving
2337,97225f93-bb50-4463-bfdd-bf7ac7c57256,19,Female,Jeddah,Imam Mohammad Ibn Saud Islamic University,Accounting,3,With Family,0,0,0,0,0.0,Gaming PC,8000,3,Shopaholic
2338,61954dab-d630-4f68-bf19-7d068c59bfdc,24,Female,Jeddah,Umm Al-Qura University,Accounting,4,With Family,1000,800,0,1800,1352.8,Investment,10000,3,Tech Enthusiast
2339,fb330644-84bc-4cfa-940f-cafa029f1cae,20,Female,Riyadh,Taibah University,Mechanical Engineering,1,Dorm,1000,0,400,1400,1073.44,Gaming PC,8000,6,Balanced
2340,4a9aa136-64c0-4ec5-9d33-af31a7abf312,20,Male,Riyadh,King Khalid University,Electrical Engineering,3,With Family,990,1200,0,2190,1665.35,Travel,4000,6,Coffee Lover
2341,fb68f6d2-a431-4a1c-832e-8a4fa0399994,23,Female,Dammam,Taibah University,Artificial Intelligence,5,With Family,1000,1800,0,2800,2323.68,Travel,4000,3,Social Spender
2342,de0da95b-1d8f-4233-89a7-09cdebe9e42a,20,Male,Makkah,King Saud University,Accounting,5,Alone,1500,2500,400,4400,3626.13,Investment,10000,3,Coffee Lover
2343,6e29bdee-793c-4f60-9b55-d208a69a32ae,24,Male,Jeddah,Umm Al-Qura University,Software Engineering,1,Dorm,990,0,0,990,768.59,Car,25000,6,Impulsive
2344,7e26f5f2-d581-436d-a584-fc344011164a,20,Female,Abha,King Khalid University,Mechanical Engineering,5,Shared Apartment,1000,800,0,1800,1559.09,Laptop,5000,6,Disciplined
2345,e578b9f3-45d0-473c-af00-01a8a747985b,23,Female,Jeddah,King Saud University,Nursing,4,Dorm,1000,0,200,1200,1036.97,Investment,10000,12,Impulsive
2346,76f852e8-34ed-4c5b-bc1d-de6be17e1605,19,Male,Dammam,King Saud University,Cybersecurity,4,With Family,0,0,0,0,0.0,Phone,4500,9,Budget Student
2347,7ff0db74-2a01-48e0-a73e-4fef9bd42225,22,Female,Riyadh,Umm Al-Qura University,Mechanical Engineering,1,Dorm,1500,1200,200,2900,2464.75,Travel,4000,3,Balanced
2348,6037057a-4496-4baa-bd86-8236427eb142,23,Female,Madinah,King Khalid University,Business Administration,1,Shared Apartment,1000,500,0,1500,1128.47,Emergency Fund,6000,9,Budget Student
2349,b9deeff0-c529-47cc-8ef9-084ef759b00d,25,Female,Abha,Qassim University,Accounting,5,Dorm,1500,0,200,1700,1507.65,Gaming PC,8000,9,Shopaholic
2350,d296d336-c275-4389-b6e0-039d5fb4f4a2,19,Female,Dammam,King Khalid University,Law,1,With Family,0,0,0,0,0.0,Travel,4000,12,Impulsive
2351,289a8730-6814-4346-99f7-0f8806453db8,22,Female,Tabuk,Qassim University,Nursing,1,Shared Apartment,990,1200,0,2190,1995.71,Gaming PC,8000,6,Disciplined
2352,1b6e1a0f-3f5a-453e-8c0c-cd3e53fa905f,24,Male,Qassim,Prince Sattam bin Abdulaziz University,Law,4,Shared Apartment,990,1200,0,2190,1782.73,Phone,4500,3,Disciplined
2353,527a5fe9-60fc-4604-b0b8-f12f6b9ae719,25,Female,Jeddah,Princess Nourah University,Electrical Engineering,4,With Family,1000,800,0,1800,1626.74,Investment,10000,12,Coffee Lover
2354,8bd29a3b-cb8e-47e8-aae6-fc42bc60c5fa,24,Female,Qassim,King Saud University,Software Engineering,4,With Family,1000,0,0,1000,781.48,Travel,4000,12,Social Spender
2355,a6ecfdfd-cab7-41ef-aed2-7f08418767b5,25,Male,Makkah,Princess Nourah University,Mechanical Engineering,2,With Family,1000,0,0,1000,804.7,Travel,4000,6,Balanced
2356,4b850ad1-9836-4ad2-8589-a0f81203188e,23,Female,Tabuk,Princess Nourah University,Finance,2,With Family,990,800,200,1990,1872.9,Laptop,5000,3,Balanced
2357,ccb70c1d-389e-47f8-8801-060a81d8c638,23,Male,Jeddah,Imam Mohammad Ibn Saud Islamic University,Mechanical Engineering,1,With Family,990,800,400,2190,1805.2,Phone,4500,12,Disciplined
2358,5cc68ba9-9b9d-47a3-94c4-a6bee8b82ffa,20,Male,Dammam,King Abdulaziz University,Mechanical Engineering,1,With Family,1000,1200,0,2200,1687.49,Gaming PC,8000,6,Overspender
2359,b2fae8f1-1928-41d9-a268-3b5150cc5ece,19,Female,Jeddah,Prince Sattam bin Abdulaziz University,Computer Science,5,Alone,1000,1800,400,3200,2710.71,Phone,4500,6,Balanced
2360,6a72258d-95bb-48fe-89c8-3fb8525246f6,25,Female,Dammam,Prince Sattam bin Abdulaziz University,Computer Science,2,With Family,1500,1200,0,2700,2086.97,Gaming PC,8000,6,Balanced
2361,6077be69-8667-49dd-868f-a641e56debfa,19,Male,Riyadh,King Saud University,Electrical Engineering,5,With Family,990,800,0,1790,1650.92,Gaming PC,8000,6,Improving
2362,97b37aaf-2445-43ce-a45b-a82a0e4c81b6,24,Male,Abha,King Fahd University of Petroleum and Minerals,Medicine,4,With Family,990,500,200,1690,1362.9,Investment,10000,9,Impulsive
2363,f6d732a9-1496-4212-815a-f2f3958f6019,20,Male,Qassim,King Abdulaziz University,Business Administration,3,With Family,990,1200,0,2190,1723.83,Car,25000,9,Balanced
2364,7149337b-5831-4e43-9cce-a15c7fe70b76,20,Male,Abha,King Saud University,Cybersecurity,3,With Family,990,1200,700,2890,2300.67,Gaming PC,8000,6,Shopaholic
2365,7e93bd9b-8b4f-4fc3-8568-64a3f28a65ce,25,Female,Tabuk,Qassim University,Mechanical Engineering,1,With Family,990,0,0,990,849.49,Emergency Fund,6000,12,Balanced
2366,3afb47c4-b0f7-4e6f-b83f-eddaed307c29,20,Male,Qassim,King Fahd University of Petroleum and Minerals,Cybersecurity,1,Dorm,1000,1200,0,2200,2011.48,Gaming PC,8000,12,Shopaholic
2367,09d2ec97-787d-44d6-8e8f-d4c2809adcdd,20,Female,Dammam,Princess Nourah University,Law,1,With Family,1000,0,200,1200,970.93,Gaming PC,8000,3,Balanced
2368,765e5cd9-725c-4065-ac94-8f589feaf579,18,Female,Jeddah,Prince Sattam bin Abdulaziz University,Artificial Intelligence,3,With Family,1500,0,0,1500,1361.54,Laptop,5000,12,Overspender
2369,d8029b73-ced4-4d9f-8a5a-a7b1c2094902,21,Male,Qassim,Princess Nourah University,Electrical Engineering,1,Dorm,990,500,0,1490,1225.5,Phone,4500,6,Budget Student
2370,cfa6672c-321f-47b4-853e-4203dd978a20,24,Female,Riyadh,Princess Nourah University,Computer Science,1,Dorm,1500,1200,400,3100,2815.93,Phone,4500,9,Balanced
2371,a537e3a5-af95-4869-ae3c-e23b91eeb665,23,Female,Jeddah,Umm Al-Qura University,Medicine,5,With Family,990,500,0,1490,1395.41,Gaming PC,8000,12,Disciplined
2372,04cefaa4-8530-4788-8535-d04a162bb47f,23,Male,Qassim,King Khalid University,Artificial Intelligence,2,With Family,1000,1800,400,3200,3025.68,Laptop,5000,6,Shopaholic
2373,c4a9d33e-efb7-4543-a5b6-02da21c8c1e8,21,Male,Dammam,King Abdulaziz University,Information Systems,2,Shared Apartment,990,0,400,1390,1131.88,Phone,4500,3,Overspender
2374,b19e8e80-38c5-464e-b6c7-0c817448038a,22,Male,Tabuk,Umm Al-Qura University,Finance,3,With Family,990,0,0,990,885.67,Laptop,5000,12,Balanced
2375,79ac7ded-eb82-4d96-a724-70f56f64220c,23,Female,Riyadh,King Saud University,Law,4,With Family,990,0,0,990,884.48,Investment,10000,6,Budget Student
2376,99f73fd5-24f2-42bd-885e-1aec693623ef,20,Male,Makkah,Umm Al-Qura University,Accounting,5,With Family,1000,0,400,1400,1205.57,Phone,4500,9,Budget Student
2377,18cec246-ad93-4499-ba04-65f97dd7ea3f,21,Male,Riyadh,Prince Sattam bin Abdulaziz University,Mechanical Engineering,3,Dorm,990,0,200,1190,1130.1,Car,25000,12,Shopaholic
2378,00187271-509a-43d5-9eb6-4bf3f3361a56,24,Male,Madinah,Umm Al-Qura University,Business Administration,2,With Family,1000,0,0,1000,790.48,Gaming PC,8000,9,Balanced
2379,1e7f7a05-a345-434b-8b94-457be6b69cb5,19,Male,Madinah,Qassim University,Business Administration,1,With Family,990,1200,0,2190,1756.99,Car,25000,3,Disciplined
2380,4bf6564b-8c89-4451-81fa-63c124af3903,25,Male,Madinah,Umm Al-Qura University,Mechanical Engineering,2,Shared Apartment,990,0,0,990,792.48,Laptop,5000,3,Disciplined
2381,726eb8fd-e1aa-4e98-9774-0d69af7e0996,23,Female,Dammam,Princess Nourah University,Nursing,2,With Family,990,0,0,990,891.93,Travel,4000,3,Balanced
2382,80f0574e-c6e8-4a09-a0b6-cd8e1e396256,25,Male,Qassim,Qassim University,Finance,4,With Family,1500,0,0,1500,1267.87,Travel,4000,9,Shopaholic
2383,ec2a993c-f996-4e5b-ab6d-48a4bc3628c0,22,Male,Qassim,Prince Sattam bin Abdulaziz University,Nursing,1,Dorm,990,500,0,1490,1183.08,Investment,10000,3,Improving
2384,b481db7f-5a27-481a-9d0a-ec0471decced,25,Male,Makkah,Imam Mohammad Ibn Saud Islamic University,Nursing,5,With Family,1000,1200,0,2200,2007.02,Investment,10000,12,Disciplined
2385,c6856583-36d2-4c1a-babd-64fbc796fd0f,19,Female,Madinah,Umm Al-Qura University,Computer Science,3,With Family,1500,0,0,1500,1349.82,Phone,4500,12,Improving
2386,657409e1-d924-4a52-ab77-5c16298144ca,18,Male,Riyadh,Umm Al-Qura University,Accounting,1,Shared Apartment,990,0,0,990,818.63,Car,25000,9,Budget Student
2387,e6675543-6878-4a4a-9b42-1f491a0c2d35,19,Female,Qassim,Imam Mohammad Ibn Saud Islamic University,Medicine,1,With Family,1000,0,200,1200,1047.14,Investment,10000,12,Coffee Lover
2388,bf4789a8-57c9-454e-8b62-a6780e6f3ea2,24,Male,Riyadh,King Abdulaziz University,Electrical Engineering,2,With Family,990,500,700,2190,1831.87,Car,25000,6,Social Spender
2389,605b0577-178b-471f-8640-703f9cf5a49a,25,Male,Madinah,King Fahd University of Petroleum and Minerals,Nursing,4,With Family,0,500,0,500,459.43,Car,25000,9,Balanced
2390,7164ec47-1e4b-4c97-90f7-5ec2eccfa339,25,Male,Jeddah,Princess Nourah University,Law,3,With Family,1000,800,0,1800,1572.69,Emergency Fund,6000,12,Social Spender
2391,f30ea549-16cc-43e2-8838-fe5675a7e01e,24,Male,Tabuk,Umm Al-Qura University,Business Administration,4,With Family,990,1200,200,2390,2121.3,Investment,10000,12,Social Spender
2392,a713baac-99d1-4ee2-8f88-73d24abbc05a,25,Male,Abha,Umm Al-Qura University,Accounting,4,Shared Apartment,0,1200,0,1200,1096.29,Car,25000,9,Budget Student
2393,33062408-4de2-46a4-a8a2-87aabd51d5ed,22,Female,Qassim,King Saud University,Information Systems,4,With Family,1500,1800,700,4000,3392.0,Emergency Fund,6000,12,Tech Enthusiast
2394,e72a6549-30b9-4a54-ac3f-515016fb8c82,22,Female,Qassim,Qassim University,Accounting,5,With Family,1500,1200,0,2700,2340.02,Emergency Fund,6000,9,Improving
2395,d740bebd-bf17-4c97-bcd6-b639163ca10d,21,Female,Qassim,Prince Sattam bin Abdulaziz University,Business Administration,1,Dorm,1000,0,200,1200,931.13,Investment,10000,3,Budget Student
2396,b33f6f54-0eb4-4a68-9b27-2c7986c1c5e0,22,Female,Abha,Imam Mohammad Ibn Saud Islamic University,Law,5,With Family,990,500,0,1490,1379.0,Laptop,5000,6,Coffee Lover
2397,bb562064-3125-40ae-8578-d9496d0538d9,25,Male,Abha,Imam Mohammad Ibn Saud Islamic University,Medicine,2,With Family,1000,0,400,1400,1199.43,Laptop,5000,12,Tech Enthusiast
2398,a3a9cb6d-b7ee-4df8-a6f9-2346dde41102,24,Female,Riyadh,Prince Sattam bin Abdulaziz University,Electrical Engineering,1,With Family,990,800,0,1790,1506.68,Car,25000,3,Improving
2399,3c0404a1-5edd-4a2e-b409-562e22a291aa,21,Male,Madinah,King Saud University,Business Administration,1,With Family,1500,0,0,1500,1346.43,Emergency Fund,6000,6,Coffee Lover
2400,2325ba1c-3729-4918-bc5f-71c05d0e5cb0,24,Male,Makkah,Prince Sattam bin Abdulaziz University,Accounting,4,With Family,1000,1200,0,2200,1837.9,Car,25000,12,Impulsive
2401,e506c301-d3bc-4d94-b2da-421177eb548c,25,Male,Qassim,Prince Sattam bin Abdulaziz University,Software Engineering,3,Dorm,1000,0,400,1400,1269.12,Phone,4500,9,Budget Student
2402,1902b03a-5cb9-457a-8c24-60600da75046,25,Female,Riyadh,Taibah University,Electrical Engineering,5,With Family,0,1200,0,1200,1109.72,Gaming PC,8000,9,Disciplined
2403,b7758361-f76c-43c7-8c67-997023f99191,25,Female,Makkah,Umm Al-Qura University,Cybersecurity,2,Shared Apartment,990,500,0,1490,1123.97,Emergency Fund,6000,3,Balanced
2404,6b43c218-4fdd-4975-97dd-e20d6aed1c6c,22,Female,Makkah,King Fahd University of Petroleum and Minerals,Computer Science,3,Dorm,990,0,400,1390,1256.15,Travel,4000,6,Coffee Lover
2405,e238e1d5-c77e-4b17-a90e-7acfd5de9e62,25,Female,Tabuk,Taibah University,Computer Science,4,With Family,990,500,200,1690,1553.49,Investment,10000,3,Overspender
2406,69eab7ac-5668-48a1-ad53-392b94532005,21,Male,Dammam,Imam Mohammad Ibn Saud Islamic University,Finance,4,With Family,1000,0,200,1200,1043.57,Laptop,5000,9,Improving
2407,22eebf14-626d-4759-9443-ca803bb5b3cc,25,Female,Qassim,King Saud University,Business Administration,5,Shared Apartment,990,800,0,1790,1346.69,Phone,4500,3,Social Spender
2408,06c8f2c3-a315-45b8-a198-e30fd74ba29b,19,Male,Tabuk,Prince Sattam bin Abdulaziz University,Computer Science,4,With Family,1000,1200,200,2400,2018.43,Travel,4000,6,Budget Student
2409,5eb46276-2644-4248-b0d5-90147a9de5a3,21,Male,Makkah,Prince Sattam bin Abdulaziz University,Medicine,3,With Family,1000,0,0,1000,836.57,Travel,4000,9,Tech Enthusiast
2410,315314c0-2c4f-4d1b-b6e8-d6110dcba1af,20,Female,Dammam,Umm Al-Qura University,Computer Science,5,With Family,1000,0,0,1000,773.54,Travel,4000,12,Shopaholic
2411,b7debf04-3a6a-4e8e-bf88-89f40cba79a3,22,Male,Jeddah,Qassim University,Finance,5,With Family,1000,0,0,1000,874.83,Emergency Fund,6000,9,Overspender
2412,899e3bb8-b579-4ed4-bd91-1c40a7e315c0,23,Male,Riyadh,Imam Mohammad Ibn Saud Islamic University,Information Systems,1,With Family,1500,1200,0,2700,2504.23,Gaming PC,8000,12,Disciplined
2413,c8c5fc81-c10c-4941-be14-2ec081ff97b3,18,Male,Abha,King Abdulaziz University,Cybersecurity,1,Shared Apartment,1000,0,0,1000,871.41,Car,25000,12,Balanced
2414,4ff1ff4c-0f10-4a28-820c-44543d0a4c75,21,Female,Tabuk,King Fahd University of Petroleum and Minerals,Artificial Intelligence,1,Alone,990,1800,200,2990,2260.05,Phone,4500,3,Budget Student
2415,1d9e79b4-bebc-40cd-9ecf-eddad07df4b4,25,Male,Dammam,King Saud University,Software Engineering,2,Shared Apartment,990,1200,0,2190,1917.54,Phone,4500,9,Balanced
2416,45d2ebea-e9d8-4a92-8e01-2a553ac8804c,20,Male,Jeddah,Umm Al-Qura University,Information Systems,1,Shared Apartment,1000,1800,0,2800,2488.01,Travel,4000,12,Overspender
2417,b8b3fac3-e99d-4776-9d22-29038adc3e6a,19,Male,Makkah,King Saud University,Business Administration,3,With Family,990,1800,0,2790,2488.02,Investment,10000,6,Impulsive
2418,3e6fbe08-15d0-470c-b889-e0d2f2bb2608,21,Male,Madinah,King Fahd University of Petroleum and Minerals,Law,3,With Family,990,1200,0,2190,2005.98,Emergency Fund,6000,9,Budget Student
2419,44e497f6-9de7-4e08-9a92-bb5e4d2bbd75,20,Female,Madinah,King Abdulaziz University,Nursing,3,Shared Apartment,1000,500,400,1900,1462.42,Phone,4500,9,Balanced
2420,31baa123-c393-4576-8ec7-e8d6fe24e88a,19,Female,Abha,King Khalid University,Computer Science,2,With Family,990,800,0,1790,1526.26,Investment,10000,12,Social Spender
2421,a6ee3c4b-df65-4c70-8a2e-8f70b19a1f60,25,Female,Jeddah,King Fahd University of Petroleum and Minerals,Computer Science,3,With Family,1500,800,200,2500,2015.86,Travel,4000,3,Impulsive
2422,b43aa6e5-3af3-441a-8a30-8388edc7611b,22,Female,Tabuk,Prince Sattam bin Abdulaziz University,Computer Science,2,Alone,1000,800,0,1800,1359.63,Phone,4500,12,Tech Enthusiast
2423,62460544-a138-4507-af21-a30ac0007260,21,Female,Abha,Umm Al-Qura University,Medicine,1,Shared Apartment,990,1200,0,2190,1864.91,Investment,10000,6,Social Spender
